x,Curve1
4.7284,80.213
4.7337,73.908
4.7408,70.565
4.7711,63.691
4.7815,58.725
4.805,55.098
4.8114,52.041
4.8273,48.222
4.8445,43.83
4.8577,39.924
4.8782,36.135
4.9105,31.228
4.9287,27.802
4.9695,24.112
5.0106,20.231
5.0687,16.448
5.1187,12.816
5.1814,9.034
