x,Curve1
5.7302,80.844
5.7347,79.945
5.752,76.156
5.7673,70.722
5.8077,62.799
5.8285,56.687
5.8755,51.427
5.9745,47.346
6.0447,48.75
6.0789,52.547
6.1336,56.347
6.1636,59.991
6.1932,63.787
6.2353,67.585
6.2746,71.231
6.4083,74.779
6.5774,71.884
6.6728,68.259
6.7556,64.632
6.8514,60.855
6.9342,57.228
7.0171,53.6
7.0637,51.526
7.0981,50.193
