x,Curve1
0.2271,0.843
0.6722,2.123
0.8566,6.816
0.9368,11.936
0.9836,17.269
1.0378,22.602
1.0661,27.935
1.1093,33.268
1.2609,36.637
1.6476,32.628
1.9272,28.575
2.2437,24.948
2.5789,21.109
2.8955,17.269
3.1751,13.002
3.5287,9.803
3.9563,7.456
4.4023,5.75
4.8296,4.256
5.2754,3.19
5.7211,2.336
6.1854,1.697
6.6124,1.27
7.0765,1.057
